5_0	7_0	98.13	107	2	0	1	107	1	107	1e-75	  215
5_1	7_1	97.92	48	1	0	1	48	1	48	5e-29	92.4
5_2	7_2	99.21	127	1	0	1	127	1	127	7e-93	  260
5_3	7_3	87.88	99	12	0	1	99	1	99	2e-63	  184
5_4	7_4	100.00	134	0	0	1	134	1	134	4e-101	  282
5_5	7_5	100.00	50	0	0	1	50	1	50	6e-30	94.7
5_6	7_7	97.62	42	1	0	1	42	1	42	9e-27	86.3
5_7	7_8	100.00	102	0	0	1	102	1	102	3e-73	  209
5_7	7_13	26.53	49	36	0	26	74	40	88	2e-05	33.1
5_8	7_9	98.63	73	1	0	1	73	1	73	6e-51	  150
5_9	7_10	100.00	85	0	0	1	85	1	85	3e-61	  177
5_10	7_11	99.04	104	1	0	1	104	1	104	5e-76	  216
5_11	7_12	95.00	80	4	0	1	80	1	80	5e-54	  158
5_12	7_13	92.86	126	9	0	1	126	1	126	6e-87	  245
5_12	7_8	26.53	49	36	0	40	88	26	74	3e-05	32.7
5_13	7_14	97.41	116	3	0	1	116	1	116	7e-84	  237
5_14	7_15	97.42	271	7	0	1	271	1	271	0.0	  556
5_15	7_18	33.82	68	45	0	62	129	90	157	1e-07	42.0
5_16	7_19	98.11	264	5	0	142	405	1	264	0.0	  551
5_16	7_17	98.58	141	2	0	1	141	1	141	4e-99	  288
5_17	7_20	95.00	60	3	0	1	60	1	60	2e-36	  112
5_18	7_21	88.41	276	28	1	1	276	1	272	4e-172	  474
5_19	7_22	96.77	62	2	0	1	62	1	62	5e-42	  126
5_20	7_23	96.51	86	3	0	1	86	1	86	2e-59	  172
5_21	7_24	98.36	61	1	0	1	61	1	61	2e-39	  119
5_22	7_25	87.96	108	13	0	1	108	1	108	5e-68	  196
5_23	7_26	97.71	350	8	0	1	350	1	350	0.0	  719
5_24	7_27	98.72	391	5	0	1	391	1	391	0.0	  811
5_25	7_28	98.21	168	3	0	1	168	1	168	1e-124	  344
5_26	7_29	95.45	66	3	0	1	66	1	66	2e-42	  127
5_27	7_30	96.51	86	3	0	1	86	1	86	2e-55	  162
