6_0	10_0	98.13	107	2	0	1	107	1	107	1e-75	  215
6_1	10_1	97.92	48	1	0	1	48	1	48	5e-29	92.4
6_2	10_2	99.21	127	1	0	1	127	1	127	7e-93	  260
6_3	10_3	87.88	99	12	0	1	99	1	99	2e-63	  184
6_4	10_4	100.00	134	0	0	1	134	1	134	4e-101	  282
6_5	10_5	100.00	50	0	0	1	50	1	50	6e-30	94.7
6_7	10_6	97.62	42	1	0	1	42	1	42	9e-27	86.3
6_8	10_7	100.00	102	0	0	1	102	1	102	3e-73	  209
6_8	10_12	26.53	49	36	0	26	74	40	88	3e-05	32.7
6_9	10_8	98.63	73	1	0	1	73	1	73	6e-51	  150
6_10	10_9	100.00	85	0	0	1	85	1	85	3e-61	  177
6_11	10_10	99.04	104	1	0	1	104	1	104	5e-76	  216
6_12	10_11	95.00	80	4	0	1	80	1	80	5e-54	  158
6_13	10_12	92.86	126	9	0	1	126	1	126	6e-87	  245
6_13	10_7	26.53	49	36	0	40	88	26	74	2e-05	33.1
6_14	10_13	97.41	116	3	0	1	116	1	116	7e-84	  237
6_15	10_14	97.42	271	7	0	1	271	1	271	0.0	  556
6_17	10_16	98.58	141	2	0	1	141	1	141	2e-99	  288
6_18	10_15	33.82	68	45	0	90	157	62	129	1e-07	42.0
6_19	10_16	98.11	264	5	0	1	264	142	405	0.0	  551
6_20	10_17	95.00	60	3	0	1	60	1	60	2e-36	  112
6_21	10_18	88.41	276	28	1	1	272	1	276	4e-172	  474
6_22	10_19	96.77	62	2	0	1	62	1	62	5e-42	  126
6_23	10_20	96.51	86	3	0	1	86	1	86	2e-59	  172
6_24	10_21	98.36	61	1	0	1	61	1	61	2e-39	  119
6_25	10_22	87.96	108	13	0	1	108	1	108	5e-68	  196
6_26	10_23	97.71	350	8	0	1	350	1	350	0.0	  719
6_27	10_24	98.72	391	5	0	1	391	1	391	0.0	  811
6_28	10_25	98.21	168	3	0	1	168	1	168	1e-124	  344
6_29	10_26	95.45	66	3	0	1	66	1	66	2e-42	  127
6_30	10_27	96.51	86	3	0	1	86	1	86	2e-55	  162
6_32	10_28	99.32	147	1	0	1	147	1	147	4e-107	  298
6_33	10_29	96.82	314	10	0	1	314	1	314	0.0	  643
6_34	10_30	96.15	78	3	0	1	78	1	78	3e-52	  153
6_35	10_31	93.15	73	5	0	1	73	1	73	4e-47	  140
6_36	10_32	97.14	70	2	0	1	70	1	70	3e-49	  145
6_37	10_33	97.06	102	3	0	1	102	1	102	6e-71	  203
6_38	10_35	93.43	853	56	0	1	853	1	853	0.0	 1662
6_39	10_36	96.34	683	23	1	1	683	1	681	0.0	 1359
6_40	10_37	100.00	131	0	0	1	131	1	131	1e-96	  270
6_41	10_38	67.24	116	28	2	1	112	1	110	5e-49	  147
6_42	10_39	98.62	436	6	0	1	436	1	436	0.0	  902
6_43	10_40	100.00	176	0	0	1	176	1	176	6e-134	  369
6_44	10_41	99.65	859	3	0	1	859	1	859	0.0	 1792
6_45	10_42	98.02	101	2	0	1	101	1	101	1e-72	  207
6_46	10_43	98.92	93	1	0	1	93	1	93	2e-67	  193
6_47	10_44	99.69	326	1	0	1	326	1	326	0.0	  681
6_48	10_45	99.86	717	1	0	1	717	1	717	0.0	 1503
6_49	10_46	99.60	250	1	0	1	250	1	250	0.0	  518
6_50	10_47	100.00	267	0	0	1	267	1	267	0.0	  535
6_51	10_48	99.46	184	1	0	1	184	1	184	8e-137	  376
6_52	10_49	97.99	149	3	0	1	149	1	149	1e-99	  279
6_53	10_50	94.64	56	3	0	33	88	1	56	6e-37	  114
6_54	10_51	100.00	50	0	0	1	50	1	50	3e-33	  103
6_55	10_52	100.00	45	0	0	1	45	1	45	2e-28	90.5
6_57	10_54	98.69	3601	42	1	153	3748	1	3601	0.0	 7313
6_57	10_55	98.63	73	1	0	1	73	1	73	1e-43	  149
6_58	10_56	96.77	651	18	1	1	651	1	648	0.0	 1263
6_59	10_57	77.12	153	29	2	1	147	1	153	9e-77	  221
6_60	10_58	94.27	715	37	1	1	715	1	711	0.0	 1286
6_61	10_59	98.42	190	3	0	1	190	1	190	1e-141	  389
6_62	10_60	98.92	278	3	0	1	278	1	278	0.0	  571
