4_0	1_0	98.13	107	2	0	1	107	1	107	1e-75	  215
4_1	1_1	95.83	48	2	0	1	48	1	48	5e-28	89.7
4_3	1_2	100.00	127	0	0	1	127	1	127	2e-93	  262
4_4	1_3	99.39	164	1	0	1	164	1	164	5e-124	  342
4_4	1_51	51.83	164	78	1	1	163	1	164	1e-55	  168
4_4	1_23	30.43	115	67	2	26	127	34	148	3e-13	56.2
4_4	1_44	30.53	95	62	3	27	119	38	130	6e-07	38.9
4_5	1_4	100.00	61	0	0	1	61	1	61	1e-43	  130
4_6	1_5	96.00	50	2	0	1	50	1	50	2e-21	72.8
4_8	1_6	100.00	42	0	0	1	42	1	42	4e-27	87.0
4_9	1_7	100.00	102	0	0	1	102	1	102	3e-73	  209
4_9	1_12	26.53	49	36	0	26	74	40	88	1e-04	30.8
4_10	1_8	100.00	73	0	0	1	73	1	73	3e-51	  150
4_11	1_9	100.00	85	0	0	1	85	1	85	3e-61	  177
4_12	1_10	99.04	104	1	0	1	104	1	104	9e-76	  215
4_13	1_11	100.00	80	0	0	1	80	1	80	2e-57	  167
4_14	1_12	100.00	126	0	0	1	126	1	126	6e-94	  263
4_14	1_7	26.53	49	36	0	40	88	26	74	2e-04	30.8
4_15	1_13	100.00	116	0	0	1	116	1	116	1e-85	  241
4_16	1_14	100.00	272	0	0	1	272	1	272	0.0	  571
4_17	1_15	100.00	193	0	0	1	193	1	193	1e-146	  402
4_18	1_16	99.75	405	1	0	1	405	1	405	0.0	  847
4_19	1_17	98.33	60	1	0	1	60	1	60	5e-39	  118
4_20	1_18	98.90	273	3	0	1	273	1	273	0.0	  529
4_21	1_19	100.00	62	0	0	1	62	1	62	2e-43	  130
4_22	1_20	100.00	61	0	0	1	61	1	61	1e-39	  120
4_23	1_21	100.00	108	0	0	1	108	1	108	3e-77	  219
4_24	1_22	99.14	350	3	0	1	350	1	350	0.0	  728
4_25	1_23	99.37	158	1	0	1	158	1	158	5e-119	  329
4_25	1_51	37.23	137	71	4	36	157	29	165	1e-18	71.6
4_25	1_3	29.57	115	68	2	34	148	26	127	2e-13	56.2
4_25	1_44	29.75	121	84	1	25	145	28	147	2e-09	45.4
4_26	1_24	100.00	391	0	0	1	391	1	391	0.0	  820
4_27	1_25	100.00	168	0	0	1	168	1	168	2e-126	  349
4_28	1_26	100.00	66	0	0	1	66	1	66	1e-43	  131
4_29	1_27	100.00	86	0	0	1	86	1	86	1e-57	  168
4_30	1_28	100.00	147	0	0	1	147	1	147	4e-107	  298
4_31	1_29	100.00	314	0	0	1	314	1	314	0.0	  662
4_32	1_30	100.00	78	0	0	1	78	1	78	5e-54	  158
4_33	1_31	100.00	74	0	0	1	74	1	74	7e-53	  154
4_34	1_32	100.00	70	0	0	1	70	1	70	1e-50	  149
4_35	1_33	100.00	104	0	0	1	104	1	104	2e-74	  211
4_36	1_34	100.00	37	0	0	1	37	1	37	4e-21	71.2
4_37	1_35	97.66	854	20	0	1	854	1	854	0.0	 1748
4_38	1_36	100.00	681	0	0	1	681	1	681	0.0	 1407
4_39	1_37	100.00	131	0	0	1	131	1	131	1e-96	  270
4_40	1_38	99.09	110	1	0	1	110	1	110	2e-79	  225
4_41	1_39	99.77	436	1	0	1	436	1	436	0.0	  909
4_42	1_40	99.43	176	1	0	1	176	1	176	4e-133	  366
4_43	1_41	100.00	859	0	0	1	859	1	859	0.0	 1798
4_44	1_42	100.00	101	0	0	1	101	1	101	1e-73	  209
4_45	1_43	100.00	156	0	0	1	156	1	156	1e-117	  325
4_46	1_44	100.00	165	0	0	1	165	1	165	1e-124	  344
4_46	1_23	29.75	121	84	1	28	147	25	145	3e-09	45.4
4_46	1_3	30.53	95	62	3	38	130	27	119	4e-07	39.7
4_46	1_51	29.73	74	51	1	37	109	27	100	6e-04	30.4
4_47	1_45	100.00	326	0	0	1	326	1	326	0.0	  682
4_48	1_46	100.00	717	0	0	1	717	1	717	0.0	 1504
4_49	1_47	100.00	250	0	0	1	250	1	250	0.0	  519
4_50	1_48	100.00	267	0	0	1	267	1	267	0.0	  535
4_51	1_49	100.00	184	0	0	1	184	1	184	3e-137	  377
4_52	1_50	100.00	149	0	0	1	149	1	149	3e-103	  288
4_53	1_52	97.50	40	1	0	49	88	1	40	4e-25	84.0
4_54	1_53	100.00	50	0	0	1	50	1	50	3e-33	  103
4_55	1_54	100.00	45	0	0	1	45	1	45	2e-28	90.9
