6_0	1_0	99.07	107	1	0	1	107	1	107	5e-76	  216
6_1	1_1	95.83	48	2	0	1	48	1	48	5e-28	89.7
6_2	1_2	100.00	127	0	0	1	127	1	127	2e-93	  262
6_3	1_4	63.33	60	22	0	1	60	1	60	5e-26	87.0
6_5	1_5	92.00	50	4	0	1	50	1	50	2e-20	70.5
6_7	1_6	95.24	42	2	0	1	42	1	42	4e-26	84.3
6_8	1_7	100.00	102	0	0	1	102	1	102	3e-73	  209
6_8	1_12	26.53	49	36	0	26	74	40	88	1e-04	30.8
6_9	1_8	93.15	73	5	0	1	73	1	73	3e-48	  143
6_10	1_9	100.00	85	0	0	1	85	1	85	3e-61	  177
6_11	1_10	97.12	104	3	0	1	104	1	104	1e-74	  212
6_12	1_11	95.00	80	4	0	1	80	1	80	3e-54	  158
6_13	1_12	89.68	126	13	0	1	126	1	126	1e-84	  239
6_13	1_7	26.53	49	36	0	40	88	26	74	2e-05	33.1
6_14	1_13	99.14	116	1	0	1	116	1	116	4e-85	  240
6_15	1_14	97.79	272	6	0	1	272	1	272	0.0	  559
6_17	1_16	96.45	141	5	0	1	141	1	141	1e-98	  285
6_18	1_15	25.00	144	79	5	4	146	1	116	4e-04	31.6
6_19	1_16	98.11	264	5	0	1	264	142	405	0.0	  550
6_20	1_17	98.33	60	1	0	1	60	1	60	9e-39	  118
6_21	1_18	95.59	272	12	0	1	272	1	272	0.0	  510
6_22	1_19	96.77	62	2	0	1	62	1	62	6e-42	  126
6_24	1_20	98.36	61	1	0	1	61	1	61	2e-39	  119
6_25	1_21	100.00	108	0	0	1	108	1	108	3e-77	  219
6_26	1_22	98.86	350	4	0	1	350	1	350	0.0	  725
6_27	1_24	97.70	391	9	0	1	391	1	391	0.0	  807
6_28	1_25	98.21	168	3	0	1	168	1	168	1e-124	  344
6_29	1_26	93.94	66	4	0	1	66	1	66	1e-40	  123
6_30	1_27	95.35	86	4	0	1	86	1	86	3e-55	  161
6_32	1_28	97.28	147	4	0	1	147	1	147	3e-105	  293
6_33	1_29	98.73	314	4	0	1	314	1	314	0.0	  655
6_34	1_30	93.59	78	5	0	1	78	1	78	4e-51	  150
6_35	1_31	97.26	73	2	0	1	73	1	73	1e-50	  149
6_36	1_32	97.14	70	2	0	1	70	1	70	3e-49	  145
6_37	1_33	97.06	102	3	0	1	102	1	102	6e-71	  203
6_38	1_35	93.90	853	52	0	1	853	1	853	0.0	 1671
6_39	1_36	95.90	683	26	1	1	683	1	681	0.0	 1350
6_40	1_37	100.00	131	0	0	1	131	1	131	1e-96	  270
6_41	1_38	68.10	116	27	2	1	112	1	110	3e-50	  151
6_42	1_39	98.85	436	5	0	1	436	1	436	0.0	  901
6_43	1_40	100.00	176	0	0	1	176	1	176	6e-134	  369
6_44	1_41	99.77	859	2	0	1	859	1	859	0.0	 1794
6_45	1_42	95.05	101	5	0	1	101	1	101	1e-70	  202
6_46	1_43	91.76	85	7	0	1	85	1	85	1e-56	  168
6_47	1_45	98.47	326	5	0	1	326	1	326	0.0	  674
6_48	1_46	99.86	717	1	0	1	717	1	717	0.0	 1503
6_49	1_47	100.00	250	0	0	1	250	1	250	0.0	  519
6_50	1_48	98.13	267	5	0	1	267	1	267	0.0	  527
6_51	1_49	99.46	184	1	0	1	184	1	184	9e-137	  376
6_52	1_50	96.64	149	5	0	1	149	1	149	1e-98	  277
6_53	1_52	95.00	40	2	0	49	88	1	40	1e-24	82.4
6_54	1_53	100.00	50	0	0	1	50	1	50	3e-33	  103
6_55	1_54	97.78	45	1	0	1	45	1	45	5e-28	89.4
6_57	1_55	98.32	3753	58	1	1	3748	1	3753	0.0	 7574
6_58	1_56	86.75	649	86	0	1	649	1	649	0.0	 1084
6_59	1_57	76.47	153	30	2	1	147	1	153	4e-76	  220
6_60	1_58	93.85	715	40	1	1	715	173	883	0.0	 1279
6_61	1_58	96.89	161	5	0	1	161	1	161	6e-110	  330
6_62	1_59	98.92	278	3	0	1	278	1	278	0.0	  570
6_63	1_60	99.53	211	1	0	1	211	1	211	6e-156	  427
6_64	1_61	99.75	400	1	0	1	400	1	400	0.0	  825
6_65	1_62	99.01	406	4	0	1	406	1	406	0.0	  815
6_66	1_63	100.00	114	0	0	1	114	1	114	2e-81	  230
6_67	1_64	99.47	756	4	0	1	756	1	756	0.0	 1556
6_68	1_65	98.80	166	2	0	1	166	1	166	3e-121	  336
6_69	1_66	98.58	211	3	0	1	211	1	211	5e-158	  432
6_70	1_67	100.00	86	0	0	1	86	1	86	5e-60	  174
6_71	1_68	100.00	110	0	0	1	110	1	110	3e-77	  219
6_72	1_69	81.70	847	151	2	1	846	1	844	0.0	 1414
6_72	1_70	36.24	149	80	5	20	153	306	454	1e-13	66.2
6_73	1_70	68.07	379	116	2	1	378	1	375	1e-172	  526
6_73	1_69	34.38	96	56	5	295	388	8	98	9e-06	40.4
6_74	1_71	99.15	236	2	0	1	236	1	236	0.0	  493
6_75	1_72	99.81	529	1	0	1	529	1	529	0.0	 1100
6_76	1_73	100.00	229	0	0	1	229	1	229	4e-173	  472
6_77	1_74	96.74	92	3	0	1	92	1	92	4e-64	  184
6_78	1_75	92.42	132	10	0	1	132	1	132	7e-91	  256
6_78	1_76	37.50	40	25	0	32	71	29	68	7e-05	32.0
6_79	1_76	97.12	104	3	0	1	104	1	104	1e-73	  209
6_79	1_75	32.50	40	27	0	29	68	32	71	5e-04	29.3
6_80	1_77	99.03	103	1	0	1	103	1	103	3e-72	  206
