5_0	0_0	97.20	107	3	0	1	107	1	107	4e-75	  214
5_1	0_1	77.08	48	11	0	1	48	1	48	4e-21	72.0
5_2	0_3	98.43	127	1	1	1	127	1	126	2e-90	  254
5_3	0_4	93.75	96	6	0	1	96	1	96	3e-67	  193
5_6	0_6	97.62	42	1	0	1	42	1	42	1e-26	85.9
5_7	0_7	100.00	102	0	0	1	102	1	102	3e-73	  209
5_7	0_12	24.49	49	37	0	26	74	40	88	1e-04	30.8
5_8	0_8	93.15	73	5	0	1	73	1	73	5e-48	  142
5_9	0_9	98.82	85	1	0	1	85	1	85	3e-60	  174
5_10	0_10	96.15	104	4	0	1	104	1	104	5e-74	  211
5_11	0_11	97.50	80	2	0	1	80	1	80	6e-56	  163
5_12	0_12	92.06	126	10	0	1	126	1	126	5e-86	  243
5_12	0_7	26.53	49	36	0	40	88	26	74	3e-05	32.7
5_13	0_13	99.14	116	1	0	1	116	1	116	1e-85	  241
5_14	0_14	98.89	271	3	0	1	271	1	271	0.0	  565
5_15	0_15	98.53	204	3	0	1	204	1	204	4e-153	  419
5_16	0_16	98.52	405	6	0	1	405	1	405	0.0	  839
5_17	0_17	93.33	60	4	0	1	60	1	60	8e-36	  110
5_18	0_18	88.81	277	27	1	1	277	1	273	4e-174	  479
5_19	0_19	43.64	55	31	0	8	62	7	61	4e-14	54.3
5_21	0_21	98.36	61	1	0	1	61	1	61	3e-38	  117
5_22	0_22	89.81	108	11	0	1	108	1	108	7e-69	  198
5_23	0_23	99.14	350	3	0	1	350	1	350	0.0	  729
5_24	0_24	98.47	391	6	0	1	391	1	391	0.0	  808
5_25	0_25	97.62	168	4	0	1	168	1	168	3e-123	  341
5_26	0_26	96.97	66	2	0	1	66	1	66	3e-42	  127
5_27	0_27	98.84	86	1	0	1	86	1	86	2e-57	  167
5_28	0_28	97.96	147	3	0	1	147	1	147	8e-106	  295
5_29	0_29	96.82	314	10	0	1	314	1	314	0.0	  644
5_30	0_30	96.15	78	3	0	1	78	1	78	2e-52	  154
5_31	0_31	89.04	73	8	0	1	73	1	73	6e-45	  134
5_32	0_32	98.57	70	1	0	1	70	1	70	3e-49	  145
5_33	0_33	98.04	102	2	0	1	102	1	102	2e-71	  204
5_35	0_34	95.43	854	39	0	1	854	1	854	0.0	 1699
5_36	0_35	96.57	350	12	0	1	350	1	350	0.0	  702
5_37	0_35	97.90	286	6	0	1	286	396	681	0.0	  571
5_38	0_36	100.00	131	0	0	1	131	1	131	1e-96	  270
5_39	0_37	93.94	66	4	0	16	81	47	112	1e-43	  132
5_40	0_39	98.85	436	5	0	1	436	1	436	0.0	  904
5_41	0_40	100.00	176	0	0	1	176	1	176	6e-134	  369
5_42	0_41	99.66	581	2	0	1	581	1	581	0.0	 1208
5_42	0_43	88.89	297	31	1	565	859	27	323	0.0	  562
5_43	0_44	96.04	101	4	0	1	101	1	101	1e-70	  202
5_44	0_45	97.87	94	2	0	1	94	1	94	1e-67	  194
5_45	0_46	98.47	326	5	0	1	326	1	326	0.0	  674
5_46	0_47	99.86	717	1	0	1	717	1	717	0.0	 1503
5_47	0_48	99.60	250	1	0	1	250	1	250	0.0	  518
5_48	0_49	98.13	267	5	0	1	267	1	267	0.0	  527
5_49	0_50	100.00	184	0	0	1	184	1	184	3e-137	  377
5_50	0_51	95.97	149	6	0	1	149	1	149	5e-70	  204
5_51	0_52	92.86	56	4	0	1	56	33	88	1e-36	  113
5_52	0_53	100.00	50	0	0	1	50	1	50	3e-33	  103
5_53	0_54	97.78	45	1	0	1	45	1	45	1e-27	89.0
5_55	0_56	98.35	3753	62	0	1	3753	1	3753	0.0	 7588
5_56	0_57	94.14	648	38	0	1	648	1	648	0.0	 1231
5_57	0_58	97.39	153	4	0	1	153	1	153	6e-106	  296
5_58	0_60	95.05	666	29	1	1	662	173	838	0.0	 1219
5_58	0_59	98.21	56	1	0	656	711	1	56	2e-32	  113
5_59	0_60	95.03	161	8	0	1	161	1	161	5e-108	  324
5_60	0_61	99.28	278	2	0	1	278	1	278	0.0	  571
5_61	0_62	100.00	211	0	0	1	211	1	211	3e-156	  428
5_62	0_63	99.75	400	1	0	1	400	1	400	0.0	  825
5_63	0_64	98.05	410	4	1	1	410	1	406	0.0	  807
5_64	0_65	100.00	114	0	0	1	114	1	114	2e-81	  230
5_65	0_66	100.00	756	0	0	1	756	1	756	0.0	 1566
5_66	0_67	97.59	166	4	0	1	166	1	166	8e-120	  332
5_67	0_68	99.53	211	1	0	1	211	1	211	2e-158	  434
5_68	0_69	97.67	86	2	0	1	86	1	86	6e-58	  168
5_69	0_70	99.09	110	1	0	1	110	1	110	1e-76	  218
5_70	0_71	99.06	851	8	0	1	851	1	851	0.0	 1753
5_70	0_72	27.82	133	78	7	8	134	294	414	2e-05	39.7
5_71	0_72	72.07	401	110	2	1	400	1	400	0.0	  570
5_71	0_71	37.33	150	75	7	307	454	20	152	2e-14	69.3
5_72	0_73	97.88	236	5	0	1	236	1	236	9e-179	  487
5_73	0_74	99.81	529	1	0	1	529	1	529	0.0	 1099
5_74	0_75	100.00	229	0	0	1	229	1	229	4e-173	  472
5_75	0_76	95.65	92	4	0	1	92	1	92	4e-63	  182
5_76	0_77	100.00	132	0	0	1	132	1	132	6e-98	  274
5_76	0_78	37.84	37	23	0	35	71	32	68	6e-04	29.3
5_77	0_78	93.27	104	7	0	1	104	1	104	7e-71	  202
5_77	0_77	37.50	40	25	0	29	68	32	71	6e-05	32.0
5_78	0_79	94.57	92	5	0	1	92	1	92	7e-61	  177
